,RAhour,DEdeg,radius,d
2690,20.674,24.22,0.14,2304.0
2691,20.6844,16.63,0.148,3280.0
2692,20.6878,41.86,0.07,4227.0
2693,20.6893,41.98,0.095,1190.0
2694,20.697,35.585,0.17,1791.0
2695,20.6958,36.517,0.15,2293.0
2696,20.704,26.587,0.09,3104.0
2697,20.7099,42.946,0.085,1891.0
2698,20.712,26.543,0.12,2542.0
2699,20.7145,37.855,0.145,1150.0
2700,20.72,35.585,0.115,2200.0
2701,20.723,23.785,0.475,543.0
2702,20.7237,37.012,0.12,1817.0
2703,20.7425,11.925,0.155,2451.0
2704,20.7465,43.888,0.1,1238.0
2705,20.751,35.503,0.075,4431.0
2706,20.7575,39.58,0.145,1656.0
2707,20.8185,47.88,0.18,2153.0
2708,20.833,41.255,0.115,2396.0
2709,20.8519,35.945,0.085,4873.0
2710,20.873,37.9,0.28,736.0
2711,20.8861,16.892,0.1,3620.0
2712,20.891,-12.537,0.13,16997.0
2713,20.8931,44.789,0.09,4494.0
2714,20.8955,46.025,0.17,912.0
2715,20.8965,43.115,0.18,852.0
2716,20.8995,45.24,0.19,1905.0
2717,20.9039,44.91,0.15,2153.0
2718,20.9076,47.466,0.445,565.0
2719,20.9205,76.395,0.12,2200.0
2720,20.9382,44.39,0.115,1293.0
2721,20.9417,49.367,0.115,1887.0
2722,20.942,44.61,0.2,741.0
2723,20.9425,46.883,0.12,3948.0
2724,20.9325,51.06,0.25,3301.0
2725,20.9719,43.894,0.08,2183.0
2726,20.9825,50.765,0.127,1201.0
2727,20.9936,-29.395,0.09,1031.0
2728,21.0248,16.187,0.125,41177.0
2729,21.029,44.8,0.13,2220.0
2730,21.028,44.12,0.09,2629.0
2731,21.0295,33.55,0.065,7514.0
2732,21.037,48.105,0.14,2533.0
2733,21.0512,44.56,0.11,1185.0
2734,21.05,40.44,0.105,4236.0
2735,21.0585,39.98,0.165,1414.0
2736,21.0626,46.97,0.1,4940.0
2737,21.0628,47.2,0.14,5408.0
2738,21.0685,50.25,0.115,700.0
2739,21.0697,44.345,0.095,1758.0
2740,21.0865,55.323,0.13,5288.0
2741,21.0893,49.657,0.1,1285.0
2742,21.1035,41.495,0.155,1513.0
2743,21.1183,50.875,0.17,1100.0
2744,21.136,49.01,0.1,1734.0
2745,21.164,40.61,0.115,1584.0
2746,21.1672,15.517,0.15,1069.0
2747,21.174,46.235,0.1,5664.0
2748,21.18,68.545,0.135,1513.0
2749,21.18,37.537,0.155,2928.0
2750,21.1842,45.733,0.29,1550.0
2751,21.1813,50.292,0.08,8999.0
2752,21.181,48.535,0.12,9471.0
2753,21.182,33.732,0.18,2471.0
2754,21.1967,59.965,0.065,1198.0
2755,21.1973,52.378,0.1,4976.0
2756,21.2005,38.61,0.33,501.0
2757,21.2032,47.755,0.165,2530.0
2758,21.21,46.53,0.145,1313.0
2759,21.2135,42.0,0.155,1476.0
2760,21.2195,42.495,0.18,3171.0
2761,21.238,37.88,0.34,2471.0
2762,21.2535,36.165,0.093,1685.0
2763,21.2652,48.853,0.115,701.0
2764,21.275,48.355,0.095,3529.0
2765,21.2833,51.765,0.1,1700.0
2766,21.294,41.817,0.1,13180.0
2767,21.311,41.92,0.155,1599.0
2768,21.326,57.607,0.1,1948.0
2769,21.332,62.347,0.09,2820.0
2770,21.34,55.47,0.1,5883.0
2771,21.3505,44.825,0.11,1802.0
2772,21.366,-51.865,0.235,2933.0
2773,21.3615,50.597,0.115,2472.0
2774,21.3615,50.82,0.15,404.0
2775,21.3717,62.58,0.1,2953.0
2776,21.3775,49.857,0.125,1230.0
2777,21.374,69.33,0.12,2396.0
2778,21.3908,46.39,0.13,1600.0
2779,21.3993,49.93,0.06,2400.0
2780,21.409,36.495,0.205,689.0
2781,21.4035,48.02,0.115,2300.0
2782,21.4105,51.322,0.125,1423.0
2783,21.413,57.532,0.105,6000.0
2784,21.4363,53.534,0.095,7500.0
2785,21.4645,53.742,0.14,1710.0
2786,21.465,47.15,0.085,2801.0
2787,21.4725,51.62,0.105,2328.0
2788,21.4813,54.608,0.06,1535.0
2789,21.48,47.11,0.325,1300.0
2790,21.4995,12.167,0.35,10392.0
2791,21.501,49.0,0.14,3508.0
2792,21.5075,51.608,0.14,1600.0
2793,21.53,48.45,0.9,310.0
2794,21.537,17.575,0.2,1259.0
2795,21.5436,53.755,0.095,1934.0
2796,21.5575,-0.823,0.26,11507.0
2797,21.5683,50.763,0.075,1500.0
2798,21.574,45.915,0.13,2500.0
2799,21.5814,50.924,0.055,2700.0
2800,21.59,53.7,0.085,4724.0
2801,21.5925,69.82,0.11,1988.0
2802,21.594,53.488,0.09,1310.0
2803,21.603,53.805,0.1,4166.0
2804,21.6075,52.465,0.055,2014.0
2805,21.6115,69.267,0.08,1135.0
2806,21.6225,40.595,0.14,3265.0
2807,21.6358,53.817,0.09,8700.0
2808,21.65,57.49,0.74,600.0
2809,21.6542,36.355,0.14,2398.0
2810,21.667,53.965,0.16,590.0
2811,21.6733,-23.18,0.285,8109.0
2812,21.6787,56.598,0.095,7061.0
2813,21.682,52.31,0.135,1940.0
2814,21.699,66.085,0.05,1300.0
2815,21.715,66.11,0.068,1046.0
2816,21.721,52.525,0.06,6699.0
2817,21.7278,51.07,0.095,1100.0
2818,21.7281,54.615,0.085,2300.0
2819,21.7307,53.725,0.09,2301.0
2820,21.7483,47.482,0.11,6002.0
2821,21.7475,30.76,0.165,2489.0
2822,21.7535,65.792,0.26,2200.0
2823,21.761,58.095,0.14,3330.0
2824,21.7695,55.435,0.12,2201.0
2825,21.776,51.418,0.13,1680.0
2826,21.7775,-21.253,0.09,18996.0
2827,21.786,54.928,0.15,6001.0
2828,21.839,51.205,0.1,1867.0
2829,21.8422,47.02,0.1,2443.0
2830,21.844,51.38,0.14,1800.0
2831,21.8484,55.215,0.155,1116.0
2832,21.845,60.64,0.14,1239.0
2833,21.8622,55.313,0.075,14655.0
2834,21.8915,47.265,0.165,770.0
2835,21.8945,62.61,0.22,800.0
2836,21.901,33.584,0.12,1513.0
2837,21.93,63.945,0.16,5733.0
2838,21.9445,51.525,0.215,750.0
2839,21.975,54.49,0.14,1500.0
2840,21.9845,54.79,0.15,2500.0
2841,21.9774,48.967,0.085,7002.0
2842,22.024,35.24,0.13,1819.0
2843,22.0287,54.825,0.09,2300.0
2844,22.068,76.377,0.17,1731.0
2845,22.0685,59.9,0.065,7000.0
2846,22.09,62.27,0.245,1500.0
2847,22.0817,46.552,0.23,1250.0
2848,22.0942,53.333,0.1,6000.0
2849,22.1125,71.975,0.14,2210.0
2850,22.1314,53.117,0.13,1942.0
2851,22.141,61.095,0.205,1033.0
2852,22.1705,58.795,0.28,2578.0
2853,22.1735,55.398,0.122,3001.0
2854,22.1735,52.86,0.195,3210.0
2855,22.1785,60.08,0.085,3399.0
2856,22.186,57.66,0.12,1169.0
2857,22.206,57.265,0.092,2700.0
2858,22.2048,73.37,0.22,3990.0
2859,22.2194,58.977,0.1,1445.0
2860,22.2065,70.245,0.15,1964.0
2861,22.2293,55.753,0.1,1819.0
2862,22.2233,70.045,0.155,3220.0
2863,22.2447,61.44,0.075,1490.0
2864,22.253,49.875,0.6,850.0
2865,22.254,54.333,0.16,4000.0
2866,22.259,54.402,0.085,8001.0
2867,22.2725,60.103,0.075,2500.0
2868,22.2665,53.995,0.155,1750.0
2869,22.2777,60.803,0.06,4427.0
2870,22.3065,56.77,0.1,2200.0
2871,22.3122,59.0,0.14,5610.0
2872,22.307,63.222,0.225,800.0
2873,22.3153,56.088,0.095,4938.0
2874,22.311,46.885,0.21,1200.0
2875,22.3245,61.625,0.115,10000.0
2876,22.3412,58.113,0.22,2692.0
2877,22.3825,55.87,0.06,2600.0
2878,22.392,63.445,0.215,1050.0
2879,22.406,60.413,0.075,5502.0
2880,22.42,71.54,0.25,3093.0
2881,22.4177,57.82,0.18,1600.0
2882,22.4675,52.33,0.1,2013.0
2883,22.4715,59.14,0.12,1800.0
2884,22.479,61.634,0.067,3501.0
2885,22.498,55.405,0.08,3200.0
2886,22.5045,57.195,0.21,1500.0
2887,22.5138,54.845,0.235,2701.0
2888,22.5138,53.954,0.075,2500.0
2889,22.5465,66.67,0.125,5213.0
2890,22.5511,55.535,0.11,3864.0
2891,22.5586,39.579,0.565,700.0
2892,22.5575,43.263,0.085,5312.0
2893,22.5699,43.34,0.187,1900.0
2894,22.579,43.44,0.185,3001.0
2895,22.577,58.295,0.05,2300.0
2896,22.6103,37.726,0.19,600.0
2897,22.604,64.133,0.225,1200.0
2898,22.6525,53.63,0.09,5501.0
2899,22.6566,59.017,0.065,1800.0
2900,22.6602,59.918,0.075,4001.0
2901,22.7022,58.34,0.15,3552.0
2902,22.7085,58.92,0.075,1726.0
2903,22.7065,54.25,1.0,250.0
2904,22.7103,52.368,0.17,4201.0
2905,22.719,75.225,0.13,2210.0
2906,22.7708,75.81,0.105,2251.0
2907,22.789,58.095,0.26,1800.0
2908,22.7943,62.022,0.075,6002.0
2909,22.7895,59.783,0.075,4004.0
2910,22.793,46.31,0.31,700.0
2911,22.823,69.079,0.13,3616.0
2912,22.8577,69.058,0.125,4051.0
2913,22.8618,56.103,0.1,3402.0
2914,22.8682,58.298,0.105,2550.0
2915,22.89,62.12,0.125,5763.0
2916,22.8952,62.6,0.1,7154.0
2917,22.9048,60.8,0.13,2100.0
2918,22.917,59.17,0.205,2750.0
2919,22.9194,57.095,0.11,6001.0
2920,22.919,58.725,0.095,4739.0
2921,22.9315,59.96,0.125,1250.0
2922,22.9415,62.722,0.55,569.0
2923,22.956,54.375,0.25,1000.0
2924,22.9583,65.48,0.15,3801.0
2925,22.985,59.468,0.055,2275.0
2926,23.0165,59.705,0.1,3208.0
2927,23.014,62.888,0.065,1800.0
2928,23.029,62.983,0.075,957.0
2929,23.035,63.065,0.11,700.0
2930,23.0378,57.022,0.3,1819.0
2931,23.0655,63.39,0.59,668.0
2932,23.0742,63.166,0.155,2926.0
2933,23.0876,48.248,0.165,3541.0
2934,23.097,51.07,0.28,900.0
2935,23.1355,60.878,0.09,5500.0
2936,23.1365,60.528,0.145,2000.0
2937,23.1471,64.845,0.675,400.0
2938,23.1407,-15.612,0.09,26303.0
2939,23.1838,60.579,0.133,2100.0
2940,23.227,61.5,0.105,2800.0
2941,23.2325,59.855,0.1,2180.0
2942,23.2466,61.285,0.09,2644.0
2943,23.2536,60.81,0.075,1200.0
2944,23.2542,60.434,0.075,2300.0
2945,23.2571,64.155,0.135,871.0
2946,23.2903,59.474,0.115,2900.0
2947,23.321,70.09,0.19,2000.0
2948,23.331,60.74,0.22,2800.0
2949,23.352,54.67,0.23,900.0
2950,23.3452,61.2,0.13,2500.0
2951,23.3563,71.788,0.125,4999.0
2952,23.3598,40.895,0.14,2062.0
2953,23.3676,55.745,0.11,1450.0
2954,23.4118,61.637,0.325,1350.0
2955,23.4313,61.375,0.145,2500.0
2956,23.4318,63.778,0.065,2700.0
2957,23.4569,73.202,0.14,2227.0
2958,23.4685,55.613,0.26,2000.0
2959,23.4907,56.945,0.115,1633.0
2960,23.5,63.435,0.18,1252.0
2961,23.4948,49.17,0.11,2100.0
2962,23.505,60.247,0.14,1801.0
2963,23.5205,59.775,0.14,805.0
2964,23.5459,64.205,0.18,3000.0
2965,23.523,55.813,0.108,1600.0
2966,23.555,58.463,0.115,1850.0
2967,23.5597,61.938,0.1,1536.0
2968,23.577,81.23,0.205,2650.0
2969,23.593,52.685,0.5,430.0
2970,23.6005,73.86,0.32,5501.0
2971,23.605,72.851,0.195,1952.0
2972,23.6345,70.685,0.14,3330.0
2973,23.6195,48.55,0.4,500.0
2974,23.6343,60.545,0.06,1799.0
2975,23.6477,56.626,0.09,4900.0
2976,23.6628,61.927,0.07,2000.0
2977,23.7002,58.545,0.1,1998.0
2978,23.7265,59.08,0.12,1821.0
2979,23.7298,62.165,0.09,2400.0
2980,23.7545,59.3,0.115,1800.0
2981,23.786,60.91,0.16,2012.0
2982,23.7885,63.22,0.145,2800.0
2983,23.796,68.648,0.3,2850.0
2984,23.7975,62.997,0.06,2800.0
2985,23.831,62.7,0.1,2101.0
2986,23.8335,68.033,0.295,850.0
2987,23.8485,62.32,0.125,7722.0
2988,23.8503,66.188,0.11,4601.0
2989,23.8565,60.834,0.09,1732.0
2990,23.8628,16.245,0.45,1250.0
2991,23.8785,62.448,0.14,3500.0
2992,23.8743,68.193,0.175,2750.0
2993,23.8842,60.47,0.05,1800.0
2994,23.8838,61.959,0.1,2400.0
2995,23.8845,62.778,0.04,1988.0
2996,23.9037,61.74,0.06,2501.0
2997,23.9101,50.142,0.093,6656.0
2998,23.9305,64.62,0.075,2501.0
2999,23.9451,61.397,0.12,2200.0
3000,23.957,56.73,0.415,1800.0
3001,23.957,61.623,0.1,2000.0
3002,23.973,61.198,0.145,2900.0
3003,23.9606,60.083,0.115,4901.0
3004,23.9848,60.694,0.085,5875.0
3005,23.831,68.025,0.213,780.0
